Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Clinton,Trump,Undecided,Other,Pollster URL,Source URL,Partisan,Affiliation
PPP (D),8/28/2015,8/30/2015,2015-09-03T20:26:01Z,1254,Likely Voters,IVR/Online,46,44,11,,http://elections.huffingtonpost.com/pollster/polls/ppp-d-22654,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_90315.pdf,Pollster,Dem
Quinnipiac,8/20/2015,8/25/2015,2015-08-27T20:23:23Z,1563,Registered Voters,Live Phone,45,41,11,3,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22620,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2274,Nonpartisan,None
Quinnipiac,8/20/2015,8/25/2015,2015-08-27T20:23:23Z,647,Registered Voters - Democrat,Live Phone,91,5,4,1,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22620,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2274,Nonpartisan,None
Quinnipiac,8/20/2015,8/25/2015,2015-08-27T20:23:23Z,666,Registered Voters - Republican,Live Phone,8,81,8,3,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22620,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2274,Nonpartisan,None
Quinnipiac,8/20/2015,8/25/2015,2015-08-27T20:23:23Z,,Registered Voters - independent,Live Phone,34,46,17,3,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22620,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2274,Nonpartisan,None
Gravis Marketing/OANN,8/21/2015,8/22/2015,2015-08-28T01:14:31Z,3567,Registered Voters,Automated Phone,46,54,,,http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-22623,http://www.oann.com/trump-breaks-new-ceiling-in-national-gop-poll/,Sponsor,Rep
CNN,8/13/2015,8/16/2015,2015-08-19T18:29:16Z,897,Registered Voters,Live Phone,51,45,4,0,http://elections.huffingtonpost.com/pollster/polls/cnn-22576,http://i2.cdn.turner.com/cnn/2015/images/08/18/rel8b.-.democrats.2016.pdf,Nonpartisan,None
CNN,8/13/2015,8/16/2015,2015-08-19T18:29:16Z,358,Registered Voters - Democrat,Live Phone,92,7,2,,http://elections.huffingtonpost.com/pollster/polls/cnn-22576,http://i2.cdn.turner.com/cnn/2015/images/08/18/rel8b.-.democrats.2016.pdf,Nonpartisan,None
CNN,8/13/2015,8/16/2015,2015-08-19T18:29:16Z,,Registered Voters - Republican,Live Phone,13,84,3,,http://elections.huffingtonpost.com/pollster/polls/cnn-22576,http://i2.cdn.turner.com/cnn/2015/images/08/18/rel8b.-.democrats.2016.pdf,Nonpartisan,None
CNN,8/13/2015,8/16/2015,2015-08-19T18:29:16Z,,Registered Voters - independent,Live Phone,48,43,8,1,http://elections.huffingtonpost.com/pollster/polls/cnn-22576,http://i2.cdn.turner.com/cnn/2015/images/08/18/rel8b.-.democrats.2016.pdf,Nonpartisan,None
FOX,8/11/2015,8/13/2015,2015-08-17T19:42:27Z,1008,Registered Voters,Live Phone,47,42,3,2,http://elections.huffingtonpost.com/pollster/polls/fox-22563,http://www.foxnews.com/politics/interactive/2015/08/14/fox-news-poll-sanders-gains-on-clinton/,Nonpartisan,None
Ipsos/Reuters,8/6/2015,8/10/2015,2015-08-11T00:21:44Z,823,Adults,Internet,43,29,17,11,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-22529,http://big.assets.huffingtonpost.com/2015ReutersTracking08.10.2015.pdf,Nonpartisan,None
Morning Consult,8/7/2015,8/9/2015,2015-08-10T21:38:34Z,2029,Registered Voters,Internet,47,41,13,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22526,http://big.assets.huffingtonpost.com/150802_topline_trend_v4_KD.pdf,Nonpartisan,None
Gravis Marketing/OANN,7/31/2015,8/1/2015,2015-08-05T22:28:31Z,3477,Registered Voters,Automated Phone,50,49,,,http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-22496,http://www.oann.com/clinton-unbeatable-in-national-poll/,Sponsor,Rep
McClatchy/Marist,7/22/2015,7/28/2015,2015-08-04T00:16:54Z,964,Registered Voters,Live Phone,54,38,8,,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-22466,http://maristpoll.marist.edu/wp-content/misc/usapolls/us150722/2016July/Complete%20July%202015%20McClatchy_Marist%20Poll_2016_Release%20and%20Tables.pdf,Nonpartisan,None
Quinnipiac,7/23/2015,7/28/2015,2015-08-03T00:50:33Z,1644,Registered Voters,Live Phone,48,36,12,4,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22459,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2264,Nonpartisan,None
Quinnipiac,7/23/2015,7/28/2015,2015-08-03T00:50:33Z,681,Registered Voters - Democrat,Live Phone,90,3,6,1,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22459,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2264,Nonpartisan,None
McClatchy/Marist,7/22/2015,7/28/2015,2015-08-04T00:16:54Z,,Registered Voters - Democrat,Live Phone,92,5,3,,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-22466,http://maristpoll.marist.edu/wp-content/misc/usapolls/us150722/2016July/Complete%20July%202015%20McClatchy_Marist%20Poll_2016_Release%20and%20Tables.pdf,Nonpartisan,None
Quinnipiac,7/23/2015,7/28/2015,2015-08-03T00:50:33Z,710,Registered Voters - Republican,Live Phone,8,77,13,2,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22459,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2264,Nonpartisan,None
McClatchy/Marist,7/22/2015,7/28/2015,2015-08-04T00:16:54Z,,Registered Voters - Republican,Live Phone,20,74,6,,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-22466,http://maristpoll.marist.edu/wp-content/misc/usapolls/us150722/2016July/Complete%20July%202015%20McClatchy_Marist%20Poll_2016_Release%20and%20Tables.pdf,Nonpartisan,None
Quinnipiac,7/23/2015,7/28/2015,2015-08-03T00:50:33Z,,Registered Voters - independent,Live Phone,45,35,13,7,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22459,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2264,Nonpartisan,None
McClatchy/Marist,7/22/2015,7/28/2015,2015-08-04T00:16:54Z,,Registered Voters - independent,Live Phone,48,41,11,,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-22466,http://maristpoll.marist.edu/wp-content/misc/usapolls/us150722/2016July/Complete%20July%202015%20McClatchy_Marist%20Poll_2016_Release%20and%20Tables.pdf,Nonpartisan,None
Emerson College Polling Society,7/26/2015,7/28/2015,2015-08-11T20:17:22Z,950,Likely Voters,Automated Phone,49,40,12,,http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-22537,http://media.wix.com/ugd/3bebb2_6f8188f5b1ac4e45bd6a2bd76268e55a.pdf,Nonpartisan,None
CNN,7/22/2015,7/25/2015,2015-07-27T22:01:00Z,898,Registered Voters,Live Phone,56,40,4,0,http://elections.huffingtonpost.com/pollster/polls/cnn-22434,http://www.cnn.com/2015/07/26/politics/cnn-orc-data/index.html,Nonpartisan,None
CNN,7/22/2015,7/25/2015,2015-07-27T22:01:00Z,,Registered Voters - Democrat,Live Phone,89,10,2,,http://elections.huffingtonpost.com/pollster/polls/cnn-22434,http://www.cnn.com/2015/07/26/politics/cnn-orc-data/index.html,Nonpartisan,None
CNN,7/22/2015,7/25/2015,2015-07-27T22:01:00Z,,Registered Voters - Republican,Live Phone,24,72,3,,http://elections.huffingtonpost.com/pollster/polls/cnn-22434,http://www.cnn.com/2015/07/26/politics/cnn-orc-data/index.html,Nonpartisan,None
CNN,7/22/2015,7/25/2015,2015-07-27T22:01:00Z,,Registered Voters - independent,Live Phone,54,40,5,1,http://elections.huffingtonpost.com/pollster/polls/cnn-22434,http://www.cnn.com/2015/07/26/politics/cnn-orc-data/index.html,Nonpartisan,None
PPP (D),7/20/2015,7/21/2015,2015-07-23T17:55:26Z,1087,Likely Voters,IVR/Online,50,37,13,,http://elections.huffingtonpost.com/pollster/polls/ppp-d-22415,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_72215.pdf,Pollster,Dem
Suffolk/USA Today,7/9/2015,7/12/2015,2015-07-16T00:19:28Z,1000,Likely Voters,Live Phone,51,34,16,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-22380,http://www.suffolk.edu/documents/SUPRC/7_15_2015_marginals.pdf,Nonpartisan,None
Suffolk/USA Today,7/9/2015,7/12/2015,2015-07-16T00:19:28Z,369,Likely Voters - Democrat,Live Phone,88,5,7,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-22380,http://www.suffolk.edu/documents/SUPRC/7_15_2015_marginals.pdf,Nonpartisan,None
Suffolk/USA Today,7/9/2015,7/12/2015,2015-07-16T00:19:28Z,313,Likely Voters - Republican,Live Phone,15,68,18,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-22380,http://www.suffolk.edu/documents/SUPRC/7_15_2015_marginals.pdf,Nonpartisan,None
Suffolk/USA Today,7/9/2015,7/12/2015,2015-07-16T00:19:28Z,315,Likely Voters - independent,Live Phone,44,34,23,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-22380,http://www.suffolk.edu/documents/SUPRC/7_15_2015_marginals.pdf,Nonpartisan,None
CNN,6/26/2015,6/28/2015,2015-07-01T18:33:34Z,890,Registered Voters,Live Phone,59,35,6,0,http://elections.huffingtonpost.com/pollster/polls/cnn-22330,http://i2.cdn.turner.com/cnn/2015/images/06/30/trumpbushclinton.pdf,Nonpartisan,None
CNN,6/26/2015,6/28/2015,2015-07-01T18:33:34Z,,Registered Voters - Democrat,Live Phone,91,8,1,,http://elections.huffingtonpost.com/pollster/polls/cnn-22330,http://i2.cdn.turner.com/cnn/2015/images/06/30/trumpbushclinton.pdf,Nonpartisan,None
CNN,6/26/2015,6/28/2015,2015-07-01T18:33:34Z,,Registered Voters - Republican,Live Phone,19,71,10,,http://elections.huffingtonpost.com/pollster/polls/cnn-22330,http://i2.cdn.turner.com/cnn/2015/images/06/30/trumpbushclinton.pdf,Nonpartisan,None
CNN,6/26/2015,6/28/2015,2015-07-01T18:33:34Z,,Registered Voters - independent,Live Phone,59,33,7,,http://elections.huffingtonpost.com/pollster/polls/cnn-22330,http://i2.cdn.turner.com/cnn/2015/images/06/30/trumpbushclinton.pdf,Nonpartisan,None
FOX,6/21/2015,6/23/2015,2015-06-25T19:39:57Z,1005,Registered Voters,Live Phone,51,34,3,3,http://elections.huffingtonpost.com/pollster/polls/fox-22300,http://www.foxnews.com/politics/interactive/2015/06/24/0624152016iranweb/,Nonpartisan,None
YouGov/Economist,6/20/2015,6/22/2015,2015-06-26T01:02:40Z,869,Registered Voters,Internet,46,35,18,,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22307,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3mzoa6wjyu/econToplines.pdf,Nonpartisan,None
YouGov/Economist,6/20/2015,6/22/2015,2015-06-26T01:02:40Z,313,Registered Voters - Democrat,Internet,86,6,8,,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22307,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3mzoa6wjyu/econToplines.pdf,Nonpartisan,None
YouGov/Economist,6/20/2015,6/22/2015,2015-06-26T01:02:40Z,235,Registered Voters - Republican,Internet,12,65,24,,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22307,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3mzoa6wjyu/econToplines.pdf,Nonpartisan,None
YouGov/Economist,6/20/2015,6/22/2015,2015-06-26T01:02:40Z,266,Registered Voters - independent,Internet,45,34,21,,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22307,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3mzoa6wjyu/econToplines.pdf,Nonpartisan,None
Quinnipiac,5/19/2015,5/26/2015,2015-05-28T21:52:59Z,1711,Registered Voters,Live Phone,50,32,14,3,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22181,http://www.quinnipiac.edu/images/polling/us/us05282015_U32trdf.pdf,Nonpartisan,None
Quinnipiac,5/19/2015,5/26/2015,2015-05-28T21:52:59Z,748,Registered Voters - Democrat,Live Phone,89,5,5,0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22181,http://www.quinnipiac.edu/images/polling/us/us05282015_U32trdf.pdf,Nonpartisan,None
Quinnipiac,5/19/2015,5/26/2015,2015-05-28T21:52:59Z,679,Registered Voters - Republican,Live Phone,9,68,19,4,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22181,http://www.quinnipiac.edu/images/polling/us/us05282015_U32trdf.pdf,Nonpartisan,None
Quinnipiac,5/19/2015,5/26/2015,2015-05-28T21:52:59Z,,Registered Voters - independent,Live Phone,47,32,18,3,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22181,http://www.quinnipiac.edu/images/polling/us/us05282015_U32trdf.pdf,Nonpartisan,None
